#1
double	HDU(8761,11) #T_Außen	Q_Lüftung	Q_Heizen/Kühlen	Raumtemperatur	Te_gl.Mittel	Q_el_need	CO2-Konzentration	Raumfeuchte	Stromverb	TWW-Verb	
1047600.00	3.3	-1.57	13.87	19.59	4.07	6.92	1215.18	49.32	104.18	0.00	
1051200.00	3.5	-1.55	13.99	19.59	4.07	6.87	1217.44	49.26	102.70	0.00	
1054800.00	4.1	-1.50	13.80	19.59	4.07	10.96	1219.03	49.18	107.46	0.00	
1058400.00	4.5	-1.46	13.31	19.60	4.07	11.28	1220.16	49.08	139.41	0.00	
1062000.00	5.2	-1.39	12.35	19.62	4.07	12.20	1184.50	49.00	221.94	9.80	
1065600.00	4.9	-1.42	11.10	19.64	4.07	9.74	1135.07	48.92	308.63	9.80	
1069200.00	5.1	-1.40	9.58	19.67	4.07	10.82	1075.94	48.80	357.89	5.60	
1072800.00	7.1	-1.22	7.11	19.74	4.07	11.06	997.82	48.55	388.59	5.60	
1076400.00	8.1	-1.12	4.78	19.82	4.07	10.91	942.77	48.30	408.94	5.60	
1080000.00	8.4	-1.10	3.82	19.88	4.07	13.54	903.98	48.14	431.67	5.60	
1083600.00	9.4	-1.00	3.43	19.93	4.07	8.10	876.64	48.10	422.33	5.60	
1087200.00	9.6	-0.99	3.47	19.95	4.07	6.98	893.83	48.23	383.83	5.60	
1090800.00	9.7	-0.98	3.21	19.97	4.07	6.16	905.94	48.40	353.85	14.00	
1094400.00	6.9	-1.24	5.38	19.91	4.07	6.80	914.47	48.66	348.73	14.00	
1098000.00	8.4	-1.10	4.67	19.91	4.07	11.28	969.09	48.79	379.31	16.80	
1101600.00	8	-1.13	3.94	19.91	4.07	12.32	1044.02	48.90	436.19	16.80	
1105200.00	6.5	-1.27	4.40	19.88	4.07	9.01	1096.83	49.06	471.36	16.80	
1108800.00	6.3	-1.29	5.15	19.86	4.07	8.69	1134.04	49.19	429.29	2.80	
1112400.00	5.9	-1.33	6.15	19.84	4.07	8.22	1160.27	49.30	350.63	2.80	
1116000.00	5.3	-1.38	7.44	19.81	4.07	7.40	1178.74	49.35	329.81	2.80	
1119600.00	4.3	-1.48	9.14	19.77	4.07	6.66	1191.77	49.43	277.27	0.00	
1123200.00	4.8	-1.43	9.75	19.75	4.51	6.54	1200.94	49.46	200.57	0.00	
1126800.00	5.5	-1.37	10.30	19.74	4.51	5.91	1207.41	49.51	148.04	0.00	
1130400.00	5.1	-1.40	10.92	19.72	4.51	5.84	1211.97	49.56	116.32	0.00	
1134000.00	5.5	-1.37	11.22	19.70	4.51	5.80	1215.18	49.62	105.37	0.00	
1137600.00	5.9	-1.33	11.47	19.69	4.51	5.77	1217.44	49.67	102.76	0.00	
1141200.00	6.1	-1.31	11.46	19.69	4.51	9.83	1219.03	49.74	102.99	0.00	
1144800.00	5.9	-1.33	11.26	19.69	4.51	10.36	1220.16	49.80	108.83	0.00	
1148400.00	5.1	-1.40	11.08	19.68	4.51	11.82	1184.50	49.88	156.01	9.80	
1152000.00	4.9	-1.42	10.03	19.69	4.51	9.40	1135.07	49.90	264.72	9.80	
1155600.00	5.5	-1.37	8.57	19.71	4.51	10.47	1075.94	49.86	379.67	5.60	
1159200.00	6.4	-1.28	6.57	19.77	4.51	10.95	997.82	49.73	440.48	5.60	
1162800.00	10.4	-0.91	2.06	19.91	4.51	10.09	942.77	49.53	488.32	5.60	
1166400.00	11	-0.86	1.65	19.97	4.51	12.70	903.98	49.60	494.56	5.60	
1170000.00	10.6	-0.89	1.67	20.00	4.51	7.60	876.64	49.66	401.33	5.60	
1173600.00	7.8	-1.15	2.81	19.99	4.51	6.85	893.83	49.69	324.28	5.60	
1177200.00	7.8	-1.15	3.46	19.98	4.51	6.30	905.94	49.71	288.04	14.00	
1180800.00	5.9	-1.33	5.31	19.92	4.51	6.83	914.47	49.78	255.37	14.00	
1184400.00	5.9	-1.33	5.25	19.89	4.51	11.76	969.09	49.72	265.97	16.80	
1188000.00	5.6	-1.36	4.91	19.87	4.51	12.90	1044.02	49.58	327.37	16.80	
1191600.00	4.6	-1.45	5.40	19.85	4.51	9.41	1096.83	49.53	383.00	16.80	
1195200.00	4.1	-1.50	6.33	19.82	4.51	9.19	1134.04	49.47	368.31	2.80	
1198800.00	4.2	-1.49	7.25	19.79	4.51	8.68	1160.27	49.40	342.54	2.80	
1202400.00	3.6	-1.54	8.64	19.76	4.51	7.93	1178.74	49.35	303.75	2.80	
1206000.00	3.5	-1.55	10.02	19.73	4.51	7.02	1191.77	49.31	223.66	0.00	
1209600.00	3	-1.60	11.27	19.70	4.94	6.53	1200.94	49.32	158.51	0.00	
1213200.00	2.6	-1.63	12.19	19.67	4.94	6.49	1207.41	49.28	117.04	0.00	
1216800.00	2.3	-1.66	12.88	19.64	4.94	6.65	1211.97	49.25	105.37	0.00	
1220400.00	2	-1.69	13.48	19.62	4.94	6.91	1215.18	49.20	102.58	0.00	
1224000.00	2.1	-1.68	13.73	19.60	4.94	7.26	1217.44	49.19	104.84	0.00	
1227600.00	2.1	-1.68	13.36	19.59	4.94	12.66	1219.03	49.18	125.25	0.00	
1231200.00	2.4	-1.65	12.48	19.59	4.94	13.98	1220.16	49.14	221.16	4.20	
1234800.00	2.2	-1.67	12.29	19.59	4.94	14.91	1184.50	49.09	308.75	70.00	
1238400.00	1.6	-1.73	12.56	19.58	4.94	10.85	1135.07	49.01	327.19	1.40	
1242000.00	1.7	-1.72	12.24	19.60	4.94	10.43	1075.94	48.85	323.56	1.40	
1245600.00	2.4	-1.65	10.66	19.65	4.94	9.74	997.82	48.54	314.28	1.40	
1249200.00	3.3	-1.57	6.83	19.77	4.94	8.84	942.77	48.04	317.14	1.40	
1252800.00	3.8	-1.52	5.93	19.82	4.94	12.80	903.98	47.76	356.05	22.40	
1256400.00	2.3	-1.66	5.96	19.84	4.94	8.15	876.64	47.58	346.65	1.40	
1260000.00	1.2	-1.76	3.91	19.92	4.94	6.88	893.83	47.29	301.72	1.40	
1263600.00	2.7	-1.62	5.79	19.88	4.94	7.12	905.94	47.33	269.89	1.40	
1267200.00	2.4	-1.65	7.82	19.81	4.94	8.08	914.47	47.38	252.64	1.40	
1270800.00	2.1	-1.68	8.20	19.77	4.94	13.62	969.09	47.44	276.85	1.40	
1274400.00	2.4	-1.65	7.75	19.75	4.94	14.75	1044.02	47.41	344.74	7.00	
1278000.00	2.4	-1.65	8.00	19.73	4.94	10.87	1096.83	47.43	409.18	7.00	
1281600.00	2.4	-1.65	8.75	19.71	4.94	10.51	1134.04	47.45	399.96	7.00	
1285200.00	2.3	-1.66	9.67	19.69	4.94	9.91	1160.27	47.52	371.16	7.00	
1288800.00	1.2	-1.76	11.28	19.65	4.94	9.23	1178.74	47.63	322.97	2.80	
1292400.00	1.4	-1.75	12.62	19.62	4.94	8.17	1191.77	47.72	238.60	0.00	
1296000.00	1.4	-1.75	13.66	19.60	4.34	7.55	1200.94	47.79	158.51	0.00	
1299600.00	1.3	-1.75	14.41	19.57	4.34	7.43	1207.41	47.85	117.04	0.00	
1303200.00	1.6	-1.73	14.76	19.56	4.34	7.39	1211.97	47.87	105.37	0.00	
1306800.00	1.6	-1.73	15.07	19.55	4.34	7.52	1215.18	47.87	102.58	0.00	
1310400.00	1	-1.78	15.40	19.53	4.34	8.00	1217.44	47.89	104.84	0.00	
1314000.00	1.2	-1.76	14.88	19.52	4.34	13.38	1219.03	47.86	125.25	0.00	
1317600.00	1	-1.78	14.07	19.52	4.34	14.83	1220.16	47.81	221.16	4.20	
1321200.00	1.3	-1.75	13.67	19.53	4.34	15.57	1184.50	47.71	308.75	70.00	
1324800.00	1.6	-1.73	13.49	19.54	4.34	11.18	1135.07	47.57	327.19	1.40	
1328400.00	2.2	-1.67	11.97	19.59	4.34	10.28	1075.94	47.31	323.56	1.40	
1332000.00	3.2	-1.58	5.52	19.81	4.34	7.94	997.82	46.59	314.28	1.40	
1335600.00	4.2	-1.49	4.90	19.86	4.34	8.16	942.77	46.35	317.14	1.40	
1339200.00	4.1	-1.50	4.34	19.89	4.34	12.24	903.98	46.20	356.05	22.40	
1342800.00	5	-1.41	5.29	19.89	4.34	7.77	876.64	46.16	346.65	1.40	
1346400.00	5	-1.41	5.74	19.88	4.34	7.31	893.83	46.16	301.72	1.40	
1350000.00	5.4	-1.37	6.65	19.85	4.34	7.23	905.94	46.25	269.89	1.40	
1353600.00	5.9	-1.33	7.25	19.83	4.34	7.63	914.47	46.30	252.64	1.40	
1357200.00	6.1	-1.31	6.66	19.82	4.34	12.52	969.09	46.38	276.85	1.40	
1360800.00	6	-1.32	5.83	19.82	4.34	13.62	1044.02	46.52	344.74	7.00	
1364400.00	6.1	-1.31	5.69	19.82	4.34	9.88	1096.83	46.69	409.18	7.00	
1368000.00	7.4	-1.19	5.62	19.83	4.34	9.16	1134.04	46.85	399.96	7.00	
1371600.00	7.8	-1.15	5.92	19.83	4.34	8.30	1160.27	47.06	371.16	7.00	
1375200.00	8.6	-1.08	6.39	19.84	4.34	7.03	1178.74	47.30	322.97	2.80	
1378800.00	8.5	-1.09	7.29	19.83	4.34	5.78	1191.77	47.62	238.60	0.00	
1382400.00	8.4	-1.10	8.00	19.82	4.36	5.01	1200.94	47.95	158.51	0.00	
1386000.00	9	-1.04	8.15	19.82	4.36	4.60	1207.41	48.26	117.04	0.00	
1389600.00	8.9	-1.05	8.32	19.82	4.36	4.54	1211.97	48.57	105.37	0.00	
1393200.00	8.9	-1.05	8.36	19.82	4.36	4.57	1215.18	48.80	102.58	0.00	
1396800.00	8.8	-1.06	8.23	19.82	4.36	4.81	1217.44	48.97	104.84	0.00	
1400400.00	8.4	-1.10	7.65	19.82	4.36	9.74	1219.03	49.12	125.25	0.00	
1404000.00	8.1	-1.12	6.73	19.82	4.36	11.21	1220.16	49.24	221.16	4.20	
1407600.00	7.3	-1.20	6.62	19.82	4.36	12.24	1184.50	49.24	308.75	70.00	
1411200.00	6.1	-1.31	6.98	19.81	4.36	8.59	1135.07	49.20	327.19	1.40	
1414800.00	6.1	-1.31	5.08	19.87	4.36	7.71	1075.94	48.87	323.56	1.40	
1418400.00	6.4	-1.29	0.00	20.10	4.36	6.10	997.82	48.04	314.28	1.40	
1422000.00	6.8	-1.32	0.00	20.80	4.36	6.58	942.77	45.88	317.14	1.40	
1425600.00	6.9	-1.38	0.00	21.54	4.36	10.63	903.98	43.71	356.05	22.40	
1429200.00	6.2	-1.43	0.00	21.45	4.36	6.11	876.64	43.63	346.65	1.40	
1432800.00	6.8	-1.39	0.00	21.67	4.36	5.50	893.83	42.85	301.72	1.40	
1436400.00	6	-1.44	0.00	21.47	4.36	5.16	905.94	43.15	269.89	1.40	
1440000.00	4.8	-1.52	0.00	21.11	4.36	5.42	914.47	43.83	252.64	1.40	
1443600.00	3.7	-1.60	0.00	20.89	4.36	10.68	969.09	44.28	276.85	1.40	
1447200.00	2.9	-1.66	0.00	20.72	4.36	12.07	1044.02	44.71	344.74	7.00	
1450800.00	3.1	-1.63	0.00	20.54	4.36	8.15	1096.83	45.11	409.18	7.00	
1454400.00	3.2	-1.60	0.00	20.32	4.36	7.53	1134.04	45.59	399.96	7.00	
1458000.00	3.4	-1.56	0.32	20.11	4.36	6.71	1160.27	46.07	371.16	7.00	
1461600.00	3.3	-1.57	2.95	20.02	4.36	6.23	1178.74	46.26	322.97	2.80	
1465200.00	1.7	-1.72	5.94	19.92	4.36	5.81	1191.77	46.53	238.60	0.00	
1468800.00	1.6	-1.73	8.14	19.85	4.89	5.60	1200.94	46.77	158.51	0.00	
1472400.00	2.2	-1.67	9.50	19.79	4.89	5.62	1207.41	46.95	117.04	0.00	
1476000.00	2.2	-1.67	10.66	19.74	4.89	5.90	1211.97	47.11	105.37	0.00	
1479600.00	2	-1.69	11.61	19.70	4.89	6.27	1215.18	47.25	102.58	0.00	
1483200.00	2.4	-1.65	12.07	19.67	4.89	6.65	1217.44	47.32	104.84	0.00	
1486800.00	2	-1.69	12.05	19.65	4.89	12.23	1219.03	47.36	125.25	0.00	
1490400.00	2	-1.69	11.50	19.63	4.89	13.73	1220.16	47.36	221.16	4.20	
1494000.00	2.4	-1.65	11.31	19.63	4.89	14.54	1184.50	47.30	308.75	70.00	
1497600.00	1.5	-1.74	11.67	19.62	4.89	10.55	1135.07	47.23	327.19	1.40	
1501200.00	1.3	-1.75	11.59	19.62	4.89	10.25	1075.94	47.14	323.56	1.40	
1504800.00	1.4	-1.75	10.35	19.67	4.89	9.73	997.82	46.90	314.28	1.40	
1508400.00	2.7	-1.62	4.45	19.85	4.89	8.08	942.77	46.31	317.14	1.40	
1512000.00	3.9	-1.54	0.00	20.31	4.89	10.85	903.98	45.00	356.05	22.40	
1515600.00	4.8	-1.49	0.00	20.68	4.89	6.11	876.64	43.94	346.65	1.40	
1519200.00	4.8	-1.52	0.00	20.98	4.89	5.50	893.83	43.12	301.72	1.40	
1522800.00	4.2	-1.55	0.00	20.76	4.89	5.16	905.94	43.58	269.89	1.40	
1526400.00	1.8	-1.71	0.00	20.22	4.89	5.42	914.47	44.92	252.64	1.40	
1530000.00	1.9	-1.70	1.31	20.08	4.89	11.27	969.09	45.25	276.85	1.40	
1533600.00	3.1	-1.59	1.70	20.02	4.89	12.63	1044.02	45.43	344.74	7.00	
1537200.00	2.4	-1.65	3.17	19.95	4.89	9.22	1096.83	45.59	409.18	7.00	
1540800.00	2.7	-1.62	4.69	19.89	4.89	9.11	1134.04	45.72	399.96	7.00	
1544400.00	2.6	-1.63	6.41	19.84	4.89	8.77	1160.27	45.82	371.16	7.00	
1548000.00	2.1	-1.68	8.37	19.78	4.89	8.13	1178.74	45.91	322.97	2.80	
1551600.00	1.6	-1.73	10.37	19.73	4.89	7.36	1191.77	46.01	238.60	0.00	
1555200.00	1.3	-1.75	12.08	19.67	4.22	7.01	1200.94	46.13	158.51	0.00	
1558800.00	1.4	-1.75	13.04	19.64	4.22	6.94	1207.41	46.21	117.04	0.00	
1562400.00	1.5	-1.74	13.85	19.60	4.22	7.09	1211.97	46.28	105.37	0.00	
1566000.00	1.5	-1.74	14.36	19.58	4.22	7.29	1215.18	46.33	102.58	0.00	
1569600.00	1.8	-1.71	14.64	19.56	4.22	7.61	1217.44	46.37	104.84	0.00	
1573200.00	1.8	-1.71	14.14	19.56	4.22	12.99	1219.03	46.39	125.25	0.00	
1576800.00	2	-1.69	13.25	19.56	4.22	14.33	1220.16	46.38	221.16	4.20	
1580400.00	1.5	-1.74	13.12	19.55	4.22	15.34	1184.50	46.34	308.75	70.00	
1584000.00	1.5	-1.74	13.08	19.56	4.22	11.05	1135.07	46.24	327.19	1.40	
1587600.00	1.6	-1.73	12.29	19.59	4.22	10.46	1075.94	46.03	323.56	1.40	
1591200.00	2.2	-1.67	10.88	19.64	4.22	9.83	997.82	45.73	314.28	1.40	
1594800.00	2.6	-1.63	8.47	19.72	4.22	9.45	942.77	45.38	317.14	1.40	
1598400.00	2.7	-1.62	6.79	19.79	4.22	13.24	903.98	45.06	356.05	22.40	
1602000.00	3.4	-1.56	6.04	19.83	4.22	8.10	876.64	44.80	346.65	1.40	
1605600.00	4	-1.50	6.08	19.85	4.22	7.47	893.83	44.69	301.72	1.40	
1609200.00	4.1	-1.50	7.31	19.82	4.22	7.53	905.94	44.68	269.89	1.40	
1612800.00	3.3	-1.57	8.90	19.77	4.22	8.37	914.47	44.75	252.64	1.40	
1616400.00	2.4	-1.65	9.28	19.72	4.22	13.94	969.09	44.85	276.85	1.40	
1620000.00	2.5	-1.64	8.98	19.70	4.22	15.16	1044.02	44.95	344.74	7.00	
1623600.00	2.4	-1.65	9.32	19.68	4.22	11.32	1096.83	45.03	409.18	7.00	
1627200.00	2.4	-1.65	10.52	19.64	4.22	11.11	1134.04	45.14	399.96	7.00	
1630800.00	1.2	-1.76	11.78	19.61	4.22	10.76	1160.27	45.25	371.16	7.00	
1634400.00	0.1	-1.87	13.55	19.56	4.22	10.18	1178.74	45.37	322.97	2.80	
1638000.00	-0.7	-1.94	15.14	19.53	4.22	9.37	1191.77	45.45	238.60	0.00	
1641600.00	-1.3	-2.00	16.72	19.47	3.57	9.77	1200.94	45.57	174.10	0.00	
1645200.00	-1.5	-2.01	18.45	19.42	3.57	9.73	1207.41	45.69	133.99	0.00	
1648800.00	-2	-2.06	19.69	19.37	3.57	9.99	1211.97	45.77	110.55	0.00	
1652400.00	-2.2	-2.08	20.21	19.34	3.57	10.14	1215.18	45.79	104.18	0.00	
1656000.00	-1.9	-2.05	20.46	19.33	3.57	10.12	1217.44	45.79	102.70	0.00	
1659600.00	-0.8	-1.95	20.22	19.33	3.57	14.40	1219.03	45.79	107.46	0.00	
1663200.00	-0.3	-1.90	19.80	19.33	3.57	14.67	1220.16	45.80	139.41	0.00	
1666800.00	0	-1.87	19.09	19.34	3.57	15.69	1184.50	45.76	221.94	9.80	
1670400.00	0.1	-1.87	17.62	19.37	3.57	12.65	1135.07	45.66	308.63	9.80	
1674000.00	0.3	-1.85	16.15	19.40	3.57	13.66	1075.94	45.52	357.89	5.60	
1677600.00	0.7	-1.81	13.05	19.49	3.57	13.64	997.82	45.19	388.59	5.60	
1681200.00	1.9	-1.70	8.14	19.65	3.57	12.37	942.77	44.70	408.94	5.60	
1684800.00	2.2	-1.67	0.00	19.94	3.57	12.93	903.98	43.90	431.67	5.60	
1688400.00	2.9	-1.67	0.00	20.59	3.57	7.17	876.64	42.17	422.33	5.60	
1692000.00	4	-1.60	0.00	21.01	3.57	6.05	893.83	41.09	383.83	5.60	
1695600.00	3.7	-1.60	0.00	20.82	3.57	5.30	905.94	41.33	353.85	14.00	
1699200.00	2.2	-1.68	0.00	20.27	3.57	5.21	914.47	42.48	348.73	14.00	
1702800.00	0.1	-1.87	1.85	20.07	3.57	11.27	969.09	42.86	379.31	16.80	
1706400.00	-0.3	-1.90	3.42	19.97	3.57	13.08	1044.02	43.06	436.19	16.80	
1710000.00	-0.7	-1.94	5.49	19.87	3.57	9.73	1096.83	43.23	471.36	16.80	
1713600.00	-1	-1.97	8.06	19.78	3.57	10.16	1134.04	43.41	429.29	2.80	
1717200.00	-1.1	-1.98	10.61	19.69	3.57	10.33	1160.27	43.59	350.63	2.80	
1720800.00	-1.6	-2.02	12.45	19.62	3.57	9.83	1178.74	43.71	329.81	2.80	
1724400.00	-2.7	-2.12	15.13	19.54	3.57	9.65	1191.77	43.87	277.27	0.00	
1728000.00	-1.9	-2.05	15.90	19.50	2.55	9.55	1200.94	43.94	200.57	0.00	
1731600.00	-3.6	-2.21	18.21	19.43	2.55	10.02	1207.41	44.06	148.04	0.00	
1735200.00	-4	-2.25	20.04	19.36	2.55	10.53	1211.97	44.16	116.32	0.00	
1738800.00	-3.9	-2.24	20.53	19.33	2.55	10.61	1215.18	44.17	105.37	0.00	
1742400.00	-4.6	-2.30	21.35	19.30	2.55	11.04	1217.44	44.17	102.76	0.00	
1746000.00	-4.5	-2.29	22.71	19.25	2.55	16.45	1219.03	44.22	102.99	0.00	
1749600.00	-4.1	-2.25	22.99	19.22	2.55	17.00	1220.16	44.23	108.83	0.00	
1753200.00	-5.1	-2.35	22.49	19.21	2.55	18.47	1184.50	44.09	156.01	9.80	
1756800.00	-4.2	-2.26	21.23	19.22	2.55	14.88	1135.07	43.91	264.72	9.80	
1760400.00	-4	-2.25	19.23	19.27	2.55	15.60	1075.94	43.64	379.67	5.60	
1764000.00	-1.7	-2.03	13.61	19.44	2.55	14.17	997.82	43.04	440.48	5.60	
1767600.00	-0.6	-1.93	8.47	19.62	2.55	12.70	942.77	42.41	488.32	5.60	
1771200.00	-0.4	-1.91	7.29	19.71	2.55	15.82	903.98	42.03	494.56	5.60	
1774800.00	0.8	-1.80	6.04	19.79	2.55	9.32	876.64	41.63	401.33	5.60	
1778400.00	1.6	-1.73	6.10	19.82	2.55	8.18	893.83	41.41	324.28	5.60	
1782000.00	1.5	-1.74	7.19	19.81	2.55	7.82	905.94	41.30	288.04	14.00	
1785600.00	0.9	-1.79	9.83	19.74	2.55	8.71	914.47	41.34	255.37	14.00	
1789200.00	0	-1.87	10.72	19.68	2.55	14.51	969.09	41.40	265.97	16.80	
1792800.00	-0.4	-1.91	10.85	19.64	2.55	15.83	1044.02	41.47	327.37	16.80	
1796400.00	-0.7	-1.94	11.47	19.60	2.55	11.95	1096.83	41.51	383.00	16.80	
1800000.00	-1.4	-2.00	12.53	19.57	2.55	11.89	1134.04	41.53	368.31	2.80	
1803600.00	-1.8	-2.04	13.70	19.53	2.55	11.59	1160.27	41.55	342.54	2.80	
1807200.00	-2.1	-2.07	15.11	19.50	2.55	10.92	1178.74	41.56	303.75	2.80	
1810800.00	-2.7	-2.12	16.98	19.45	2.55	10.37	1191.77	41.61	223.66	0.00	
1814400.00	-2.9	-2.14	18.35	19.41	1.21	9.99	1200.94	41.62	158.51	0.00	
1818000.00	-4.4	-2.28	19.79	19.36	1.21	10.46	1207.41	41.66	117.04	0.00	
1821600.00	-5.7	-2.40	20.93	19.32	1.21	11.08	1211.97	41.67	105.37	0.00	
1825200.00	-5.7	-2.40	21.74	19.28	1.21	11.44	1215.18	41.68	102.58	0.00	
1828800.00	-5.4	-2.37	22.20	19.25	1.21	11.84	1217.44	41.65	104.84	0.00	
1832400.00	-5.1	-2.35	21.86	19.24	1.21	17.70	1219.03	41.59	125.25	0.00	
1836000.00	-3.3	-2.18	20.35	19.26	1.21	18.26	1220.16	41.44	221.16	4.20	
1839600.00	-3.6	-2.21	19.92	19.27	1.21	19.12	1184.50	41.27	308.75	70.00	
1843200.00	-3.6	-2.21	19.62	19.28	1.21	14.34	1135.07	41.06	327.19	1.40	
1846800.00	-3	-2.15	17.16	19.37	1.21	12.95	1075.94	40.65	323.56	1.40	
1850400.00	-2.3	-2.09	16.21	19.42	1.21	12.39	997.82	40.30	314.28	1.40	
1854000.00	-1.8	-2.04	15.14	19.46	1.21	12.38	942.77	39.99	317.14	1.40	
1857600.00	-1.4	-2.00	12.08	19.56	1.21	15.83	903.98	39.55	356.05	22.40	
1861200.00	-1.2	-1.99	12.93	19.56	1.21	10.98	876.64	39.34	346.65	1.40	
1864800.00	-1.3	-2.00	13.14	19.57	1.21	10.47	893.83	39.19	301.72	1.40	
1868400.00	-2.4	-2.10	14.43	19.53	1.21	10.78	905.94	39.19	269.89	1.40	
1872000.00	-2.8	-2.13	15.60	19.49	1.21	11.55	914.47	39.23	252.64	1.40	
1875600.00	-2.6	-2.12	15.24	19.47	1.21	17.11	969.09	39.27	276.85	1.40	
1879200.00	-2.2	-2.08	14.41	19.47	1.21	18.03	1044.02	39.31	344.74	7.00	
1882800.00	-1.1	-1.98	14.07	19.47	1.21	13.43	1096.83	39.37	409.18	7.00	
1886400.00	-0.4	-1.91	14.25	19.47	1.21	12.79	1134.04	39.45	399.96	7.00	
1890000.00	1	-1.78	14.41	19.48	1.21	11.71	1160.27	39.58	371.16	7.00	
1893600.00	2	-1.69	14.57	19.50	1.21	10.28	1178.74	39.71	322.97	2.80	
1897200.00	1.9	-1.70	15.34	19.50	1.21	9.05	1191.77	39.88	238.60	0.00	
1900800.00	1.6	-1.73	15.95	19.49	0.18	8.33	1200.94	40.05	158.51	0.00	
1904400.00	0	-1.87	16.88	19.47	0.18	8.52	1207.41	40.22	117.04	0.00	
1908000.00	-0.7	-1.94	17.43	19.45	0.18	8.73	1211.97	40.34	105.37	0.00	
1911600.00	-0.8	-1.95	17.74	19.44	0.18	8.88	1215.18	40.39	102.58	0.00	
1915200.00	-1.8	-2.04	18.22	19.41	0.18	9.51	1217.44	40.43	104.84	0.00	
1918800.00	-2	-2.06	17.97	19.40	0.18	15.29	1219.03	40.46	125.25	0.00	
1922400.00	-1.9	-2.05	17.23	19.39	0.18	16.67	1220.16	40.47	221.16	4.20	
1926000.00	-2.4	-2.10	17.55	19.38	0.18	17.87	1184.50	40.48	308.75	70.00	
1929600.00	-1.7	-2.03	17.82	19.37	0.18	13.27	1135.07	40.45	327.19	1.40	
1933200.00	-1.2	-1.99	17.11	19.39	0.18	12.62	1075.94	40.30	323.56	1.40	
1936800.00	-0.2	-1.89	10.41	19.61	0.18	9.92	997.82	39.70	314.28	1.40	
1940400.00	1.2	-1.76	10.19	19.65	0.18	10.17	942.77	39.56	317.14	1.40	
1944000.00	2.7	-1.62	7.82	19.74	0.18	13.58	903.98	39.31	356.05	22.40	
1947600.00	2.6	-1.63	7.00	19.79	0.18	8.48	876.64	39.16	346.65	1.40	
1951200.00	1.8	-1.71	8.64	19.76	0.18	8.50	893.83	39.27	301.72	1.40	
1954800.00	1.4	-1.75	9.82	19.72	0.18	8.61	905.94	39.39	269.89	1.40	
1958400.00	1.1	-1.77	10.91	19.68	0.18	9.28	914.47	39.54	252.64	1.40	
1962000.00	1.6	-1.73	10.53	19.66	0.18	14.51	969.09	39.70	276.85	1.40	
1965600.00	1.5	-1.74	9.84	19.66	0.18	15.62	1044.02	39.87	344.74	7.00	
1969200.00	3.9	-1.51	9.10	19.67	0.18	11.11	1096.83	40.03	409.18	7.00	
1972800.00	4.4	-1.47	9.20	19.68	0.18	10.48	1134.04	40.20	399.96	7.00	
1976400.00	3.8	-1.52	9.83	19.67	0.18	9.81	1160.27	40.35	371.16	7.00	
1980000.00	3.4	-1.56	10.84	19.66	0.18	8.84	1178.74	40.48	322.97	2.80	
1983600.00	2.9	-1.61	12.10	19.64	0.18	7.81	1191.77	40.61	238.60	0.00	
1987200.00	3	-1.60	12.93	19.62	0.15	7.09	1200.94	40.74	158.51	0.00	
1990800.00	2.9	-1.61	13.49	19.61	0.15	6.89	1207.41	40.90	117.04	0.00	
1994400.00	1.9	-1.70	14.16	19.59	0.15	7.14	1211.97	41.09	105.37	0.00	
1998000.00	2.4	-1.65	14.31	19.58	0.15	7.14	1215.18	41.23	102.58	0.00	
2001600.00	1.9	-1.70	14.60	19.56	0.15	7.59	1217.44	41.40	104.84	0.00	
2005200.00	1.8	-1.71	14.14	19.55	0.15	12.99	1219.03	41.52	125.25	0.00	
2008800.00	1.9	-1.70	13.20	19.56	0.15	14.33	1220.16	41.60	221.16	4.20	
2012400.00	2	-1.69	12.88	19.56	0.15	15.15	1184.50	41.59	308.75	70.00	
2016000.00	2.8	-1.62	12.50	19.58	0.15	10.68	1135.07	41.54	327.19	1.40	
2019600.00	2.7	-1.62	11.81	19.61	0.15	10.16	1075.94	41.46	323.56	1.40	
2023200.00	1.8	-1.71	11.54	19.63	0.15	10.11	997.82	41.38	314.28	1.40	
2026800.00	1.4	-1.75	10.29	19.66	0.15	10.19	942.77	41.27	317.14	1.40	
2030400.00	0.7	-1.81	9.65	19.69	0.15	14.55	903.98	41.18	356.05	22.40	
2034000.00	0.8	-1.80	7.88	19.76	0.15	8.92	876.64	40.99	346.65	1.40	
2037600.00	0.4	-1.84	9.54	19.72	0.15	8.94	893.83	41.07	301.72	1.40	
2041200.00	0.9	-1.79	10.49	19.70	0.15	8.90	905.94	41.13	269.89	1.40	
2044800.00	1.2	-1.76	11.21	19.67	0.15	9.37	914.47	41.20	252.64	1.40	
2048400.00	1.3	-1.75	11.14	19.64	0.15	14.78	969.09	41.31	276.85	1.40	
2052000.00	1.3	-1.75	10.42	19.63	0.15	15.86	1044.02	41.43	344.74	7.00	
2055600.00	1.5	-1.74	10.38	19.63	0.15	11.78	1096.83	41.56	409.18	7.00	
2059200.00	1.5	-1.74	10.91	19.62	0.15	11.35	1134.04	41.71	399.96	7.00	
2062800.00	1	-1.78	11.78	19.60	0.15	10.78	1160.27	41.85	371.16	7.00	
2066400.00	1.1	-1.77	12.84	19.58	0.15	9.79	1178.74	42.01	322.97	2.80	
2070000.00	1.4	-1.75	14.00	19.56	0.15	8.66	1191.77	42.16	238.60	0.00	
